track_id,split,artist_id,audio_path,text,labels,graph_path,mel_path,num_nodes
1510,training,253,/content/gnn-bert-music-context/data/raw/fma_small/001/001510.mp3,Track: Zombie. Album: They Lured Us Into the Basement. Artist: Ric Royer &amp; G. Lucas Crane,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/001510.pt,/content/gnn-bert-music-context/data/processed/mels/001510.pt,6
1685,training,1259,/content/gnn-bert-music-context/data/raw/fma_small/001/001685.mp3,"Track: Eni Wana Damu. Album: Zanzibar, New York. Artist: The Sounds of Taraab","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/001685.pt,/content/gnn-bert-music-context/data/processed/mels/001685.pt,6
1686,training,1259,/content/gnn-bert-music-context/data/raw/fma_small/001/001686.mp3,"Track: Rufiji. Album: Zanzibar, New York. Artist: The Sounds of Taraab","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/001686.pt,/content/gnn-bert-music-context/data/processed/mels/001686.pt,6
1701,training,278,/content/gnn-bert-music-context/data/raw/fma_small/001/001701.mp3,Track: Clouds. Album: This is Fire. Artist: Spires That in the Sunset Rise,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/001701.pt,/content/gnn-bert-music-context/data/processed/mels/001701.pt,6
1706,training,279,/content/gnn-bert-music-context/data/raw/fma_small/001/001706.mp3,Track: In the Pineys. Album: In the Pineys. Artist: Strapping Fieldhands,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",/content/gnn-bert-music-context/data/processed/graphs/001706.pt,/content/gnn-bert-music-context/data/processed/mels/001706.pt,6
1733,training,288,/content/gnn-bert-music-context/data/raw/fma_small/001/001733.mp3,Track: Keinsein. Album: Teeth Mtn CD-R. Artist: Teeth Mountain,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/001733.pt,/content/gnn-bert-music-context/data/processed/mels/001733.pt,6
1736,training,288,/content/gnn-bert-music-context/data/raw/fma_small/001/001736.mp3,Track: Soft Beast. Album: Teeth Mtn CD-R. Artist: Teeth Mountain,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/001736.pt,/content/gnn-bert-music-context/data/processed/mels/001736.pt,6
1924,training,312,/content/gnn-bert-music-context/data/raw/fma_small/001/001924.mp3,Track: Calling For You. Album: Inside the Skate Scandal. Artist: The Twin Atlas,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/001924.pt,/content/gnn-bert-music-context/data/processed/mels/001924.pt,6
2097,training,153,/content/gnn-bert-music-context/data/raw/fma_small/002/002097.mp3,Track: My Sweet Miasma. Album: Paradise Now. Artist: Hall Of Fame,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/002097.pt,/content/gnn-bert-music-context/data/processed/mels/002097.pt,6
3724,training,876,/content/gnn-bert-music-context/data/raw/fma_small/003/003724.mp3,Track: Temporary Famine Ship. Album: Live at WFMU on Liz B's Show on 7/7/2008. Artist: Indian Jewelry,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",/content/gnn-bert-music-context/data/processed/graphs/003724.pt,/content/gnn-bert-music-context/data/processed/mels/003724.pt,6
3778,training,932,/content/gnn-bert-music-context/data/raw/fma_small/003/003778.mp3,Track: Calor Calor. Album: Live at WFMU on Rob Weisberg's Show on 10/18/2008. Artist: La Troba Kung-Fu,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/003778.pt,/content/gnn-bert-music-context/data/processed/mels/003778.pt,6
4067,training,1374,/content/gnn-bert-music-context/data/raw/fma_small/004/004067.mp3,Track: Por Rosa. Album: Live at WFMU on Irene Trudel's Show on 6/9/2008. Artist: Peter Walker,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/004067.pt,/content/gnn-bert-music-context/data/processed/mels/004067.pt,6
4068,training,1374,/content/gnn-bert-music-context/data/raw/fma_small/004/004068.mp3,Track: Alegrias Variation. Album: Live at WFMU on Irene Trudel's Show on 6/9/2008. Artist: Peter Walker,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/004068.pt,/content/gnn-bert-music-context/data/processed/mels/004068.pt,6
4078,training,1134,/content/gnn-bert-music-context/data/raw/fma_small/004/004078.mp3,Track: No Suspires. Album: Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008. Artist: Pistolera,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/004078.pt,/content/gnn-bert-music-context/data/processed/mels/004078.pt,6
4079,training,1134,/content/gnn-bert-music-context/data/raw/fma_small/004/004079.mp3,Track: Extranjero. Album: Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008. Artist: Pistolera,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/004079.pt,/content/gnn-bert-music-context/data/processed/mels/004079.pt,6
4098,training,1140,/content/gnn-bert-music-context/data/raw/fma_small/004/004098.mp3,Track: Russo Trap. Album: Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008. Artist: Polka Madre,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/004098.pt,/content/gnn-bert-music-context/data/processed/mels/004098.pt,6
4234,training,1259,/content/gnn-bert-music-context/data/raw/fma_small/004/004234.mp3,Track: Mapenzi Matamu. Album: Live at WFMU on Rob Weisberg's Show on 4/7/2007. Artist: The Sounds of Taraab,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/004234.pt,/content/gnn-bert-music-context/data/processed/mels/004234.pt,6
4520,training,846,/content/gnn-bert-music-context/data/raw/fma_small/004/004520.mp3,Track: From Stardust to Sentience. Album: Live at WFMU on Marty McSorely's Show on 10/28/2008. Artist: High Places,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/004520.pt,/content/gnn-bert-music-context/data/processed/mels/004520.pt,6
4522,training,846,/content/gnn-bert-music-context/data/raw/fma_small/004/004522.mp3,Track: Oceanus. Album: Live at WFMU on Marty McSorely's Show on 10/28/2008. Artist: High Places,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/004522.pt,/content/gnn-bert-music-context/data/processed/mels/004522.pt,6
4682,training,618,/content/gnn-bert-music-context/data/raw/fma_small/004/004682.mp3,Track: Asylum (Permanent Underclass). Album: Live at WFMU on Mike's Show on 9/25/2004. Artist: Dälek,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/004682.pt,/content/gnn-bert-music-context/data/processed/mels/004682.pt,6
4782,training,823,/content/gnn-bert-music-context/data/raw/fma_small/004/004782.mp3,"Track: Thing With a Hook. Album: Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008. Artist: Half Japanese","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",/content/gnn-bert-music-context/data/processed/graphs/004782.pt,/content/gnn-bert-music-context/data/processed/mels/004782.pt,6
4838,training,1119,/content/gnn-bert-music-context/data/raw/fma_small/004/004838.mp3,Track: Punk Rock. Album: Live at WFMU on The Cherry Blossom Clinic 6/21/2002. Artist: Peelander-Z,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",/content/gnn-bert-music-context/data/processed/graphs/004838.pt,/content/gnn-bert-music-context/data/processed/mels/004838.pt,6
5006,training,1075,/content/gnn-bert-music-context/data/raw/fma_small/005/005006.mp3,"Track: So Long, Silver Lining. Album: Live at WFMU on Mike L's Show on 11/10/2002. Artist: New Bomb Turks","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",/content/gnn-bert-music-context/data/processed/graphs/005006.pt,/content/gnn-bert-music-context/data/processed/mels/005006.pt,6
5171,training,1625,/content/gnn-bert-music-context/data/raw/fma_small/005/005171.mp3,Track: Cover Up. Album: Live at WFMU 5/5/08 on Irene Trudel's show. Artist: Peter Biedermann,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/005171.pt,/content/gnn-bert-music-context/data/processed/mels/005171.pt,6
5268,training,618,/content/gnn-bert-music-context/data/raw/fma_small/005/005268.mp3,Track: 3 Rocks Blessed. Album: Live at WFMU on Mike's Show on 7/11/2002. Artist: Dälek,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/005268.pt,/content/gnn-bert-music-context/data/processed/mels/005268.pt,6
5376,training,826,/content/gnn-bert-music-context/data/raw/fma_small/005/005376.mp3,Track: The Clouds. Album: Live at WFMU on Bethany's Show on 9/10/2006. Artist: Mary Halvorson and Jessica Pavone,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/005376.pt,/content/gnn-bert-music-context/data/processed/mels/005376.pt,6
5521,training,1764,/content/gnn-bert-music-context/data/raw/fma_small/005/005521.mp3,Track: alone now. Album: Three Forks. Artist: The Apartment,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/005521.pt,/content/gnn-bert-music-context/data/processed/mels/005521.pt,6
6332,training,1835,/content/gnn-bert-music-context/data/raw/fma_small/006/006332.mp3,Track: Taso's Hasapiko. Album: Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC. Artist: Raya Brass Band,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/006332.pt,/content/gnn-bert-music-context/data/processed/mels/006332.pt,6
6373,training,1839,/content/gnn-bert-music-context/data/raw/fma_small/006/006373.mp3,Track: Semseyemin Ucu Kare with Oud Solo by Haig Manoukian. Album: Keyif Live on WFMU from the 2009 Golden Festival in NYC. Artist: Orkestra Keyif,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/006373.pt,/content/gnn-bert-music-context/data/processed/mels/006373.pt,6
6379,training,1259,/content/gnn-bert-music-context/data/raw/fma_small/006/006379.mp3,Track: Matamu Choz. Album: Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC. Artist: The Sounds of Taraab,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/006379.pt,/content/gnn-bert-music-context/data/processed/mels/006379.pt,6
6390,validation,1834,/content/gnn-bert-music-context/data/raw/fma_small/006/006390.mp3,Track: track 5. Album: Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC. Artist: Kavala Brass Band,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/006390.pt,/content/gnn-bert-music-context/data/processed/mels/006390.pt,6
6393,training,1837,/content/gnn-bert-music-context/data/raw/fma_small/006/006393.mp3,Track: Rumor. Album: Zikrayat Live on WFMU from the 2009 Golden Festival in NYC. Artist: Zikrayat,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/006393.pt,/content/gnn-bert-music-context/data/processed/mels/006393.pt,6
6439,training,706,/content/gnn-bert-music-context/data/raw/fma_small/006/006439.mp3,Track: Crossover. Album: Live at ATP 2008. Artist: EPMD,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/006439.pt,/content/gnn-bert-music-context/data/processed/mels/006439.pt,6
6448,training,706,/content/gnn-bert-music-context/data/raw/fma_small/006/006448.mp3,Track: Please Listen To My Demo. Album: Live at ATP 2008. Artist: EPMD,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/006448.pt,/content/gnn-bert-music-context/data/processed/mels/006448.pt,6
6469,training,1839,/content/gnn-bert-music-context/data/raw/fma_small/006/006469.mp3,Track: Derya'da Deryaliklar. Album: Keyif Live on WFMU from the 2009 Golden Festival in NYC. Artist: Orkestra Keyif,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/006469.pt,/content/gnn-bert-music-context/data/processed/mels/006469.pt,6
6679,training,1771,/content/gnn-bert-music-context/data/raw/fma_small/006/006679.mp3,Track: Different Strokes for Different Folks. Album: 'Percussion' As Percussion. Artist: Jarrod Fowler,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/006679.pt,/content/gnn-bert-music-context/data/processed/mels/006679.pt,6
6783,validation,1346,/content/gnn-bert-music-context/data/raw/fma_small/006/006783.mp3,Track: Fisherman's Girl. Album: Live at WFMU on Dan Bodah's Show on 4/6/2008. Artist: Cath and Phil Tyler,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/006783.pt,/content/gnn-bert-music-context/data/processed/mels/006783.pt,6
6857,training,16207,/content/gnn-bert-music-context/data/raw/fma_small/006/006857.mp3,Track: Drone Trailer. Album: Live at WFMU on Dan Bodah's Show 8/17/2008. Artist: MV + EE and Willie Lane,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/006857.pt,/content/gnn-bert-music-context/data/processed/mels/006857.pt,6
7011,validation,1907,/content/gnn-bert-music-context/data/raw/fma_small/007/007011.mp3,Track: in sleepy electricity. Album: sleepy. Artist: junior85,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/007011.pt,/content/gnn-bert-music-context/data/processed/mels/007011.pt,6
7379,test,10,/content/gnn-bert-music-context/data/raw/fma_small/007/007379.mp3,Track: it's hard to fall asleep. Album: Dark Falcon. Artist: Lucky Dragons,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/007379.pt,/content/gnn-bert-music-context/data/processed/mels/007379.pt,6
7393,test,10,/content/gnn-bert-music-context/data/raw/fma_small/007/007393.mp3,Track: leaving things as they are. Album: Dark Falcon. Artist: Lucky Dragons,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/007393.pt,/content/gnn-bert-music-context/data/processed/mels/007393.pt,6
7489,training,1953,/content/gnn-bert-music-context/data/raw/fma_small/007/007489.mp3,Track: Too Much to deal with. Album: Seeing Things. Artist: BrokeMC,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/007489.pt,/content/gnn-bert-music-context/data/processed/mels/007489.pt,6
7710,training,1331,/content/gnn-bert-music-context/data/raw/fma_small/007/007710.mp3,Track: What If We Do. Album: Live at WFMU on Trouble's Show on 3/03/2005. Artist: Mia Doi Todd,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/007710.pt,/content/gnn-bert-music-context/data/processed/mels/007710.pt,6
8345,training,39,/content/gnn-bert-music-context/data/raw/fma_small/008/008345.mp3,Track: Walter. Album: Free Matter for the Blind Volume 3: Real Horrible. Artist: Walter,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/008345.pt,/content/gnn-bert-music-context/data/processed/mels/008345.pt,6
8357,training,2,/content/gnn-bert-music-context/data/raw/fma_small/008/008357.mp3,Track: Promocja Belkot radio commercial. Album: Free Matter for the Blind Volume 4: Foreigner. Artist: Free Matter for the Blind,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/008357.pt,/content/gnn-bert-music-context/data/processed/mels/008357.pt,6
8372,training,120,/content/gnn-bert-music-context/data/raw/fma_small/008/008372.mp3,Track: variations on Foreigners. Album: Free Matter for the Blind Volume 4: Foreigner. Artist: Dirty White Boy,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/008372.pt,/content/gnn-bert-music-context/data/processed/mels/008372.pt,6
9152,training,2247,/content/gnn-bert-music-context/data/raw/fma_small/009/009152.mp3,Track: 1991. Album: Yinyue. Artist: dj smallcock,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/009152.pt,/content/gnn-bert-music-context/data/processed/mels/009152.pt,6
9155,test,2244,/content/gnn-bert-music-context/data/raw/fma_small/009/009155.mp3,Track: Tossypot. Album: Plover Brand. Artist: Peeled Hearts Paste,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/009155.pt,/content/gnn-bert-music-context/data/processed/mels/009155.pt,6
9307,training,2214,/content/gnn-bert-music-context/data/raw/fma_small/009/009307.mp3,Track: Racing Past the Zenith. Album: Confuse Red With Survival. Artist: Kitty Kadoogal,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/009307.pt,/content/gnn-bert-music-context/data/processed/mels/009307.pt,6
9476,training,2243,/content/gnn-bert-music-context/data/raw/fma_small/009/009476.mp3,Track: Plight Of The Bumblebee. Album: Music to Drive By. Artist: A Kombi,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/009476.pt,/content/gnn-bert-music-context/data/processed/mels/009476.pt,6
9553,validation,1917,/content/gnn-bert-music-context/data/raw/fma_small/009/009553.mp3,Track: Morning Birds. Album: Speedbath (working). Artist: Kristin Hersh,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",/content/gnn-bert-music-context/data/processed/graphs/009553.pt,/content/gnn-bert-music-context/data/processed/mels/009553.pt,6
9721,training,2240,/content/gnn-bert-music-context/data/raw/fma_small/009/009721.mp3,Track: Track 01. Album: Justice Yeldham & the Drummer Who Wishes to Remain Namesless. Artist: Justice Yeldham,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/009721.pt,/content/gnn-bert-music-context/data/processed/mels/009721.pt,6
10381,test,77,/content/gnn-bert-music-context/data/raw/fma_small/010/010381.mp3,Track: Baron in the Trees. Album: Big Blood & The Bleedin' Hearts. Artist: Big Blood,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/010381.pt,/content/gnn-bert-music-context/data/processed/mels/010381.pt,6
10387,test,77,/content/gnn-bert-music-context/data/raw/fma_small/010/010387.mp3,Track: Tease it Like a Cop. Album: Big Blood & The Bleedin' Hearts. Artist: Big Blood,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/010387.pt,/content/gnn-bert-music-context/data/processed/mels/010387.pt,6
10447,test,77,/content/gnn-bert-music-context/data/raw/fma_small/010/010447.mp3,Track: Low Gravity Blues. Album: The Grove. Artist: Big Blood,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/010447.pt,/content/gnn-bert-music-context/data/processed/mels/010447.pt,6
10458,training,2492,/content/gnn-bert-music-context/data/raw/fma_small/010/010458.mp3,Track: Highway. Album: A Streams Area or: Watershed. Artist: Uke of Spaces Corners,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/010458.pt,/content/gnn-bert-music-context/data/processed/mels/010458.pt,6
10575,training,2339,/content/gnn-bert-music-context/data/raw/fma_small/010/010575.mp3,Track: Premonitions: The Fantasy. Album: Harvest of Dreams. Artist: Bobb Trimble,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/010575.pt,/content/gnn-bert-music-context/data/processed/mels/010575.pt,6
10679,test,77,/content/gnn-bert-music-context/data/raw/fma_small/010/010679.mp3,"Track: The Rise Of Quinnisa Rose. Album: Space Gallery Jan. 27, 2007 Sahara Club Jan. 28, 2007. Artist: Big Blood","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/010679.pt,/content/gnn-bert-music-context/data/processed/mels/010679.pt,6
10806,training,2735,/content/gnn-bert-music-context/data/raw/fma_small/010/010806.mp3,Track: Glowing Pavements. Album: Super Nude EP. Artist: Lesbian Afternoon,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/010806.pt,/content/gnn-bert-music-context/data/processed/mels/010806.pt,6
10983,training,2240,/content/gnn-bert-music-context/data/raw/fma_small/010/010983.mp3,Track: Track 02. Album: Justice Yeldham & the Drummer Who Wishes to Remain Namesless. Artist: Justice Yeldham,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/010983.pt,/content/gnn-bert-music-context/data/processed/mels/010983.pt,6
11199,training,2880,/content/gnn-bert-music-context/data/raw/fma_small/011/011199.mp3,Track: Love Is An Eternal Lie. Album: netBloc Vol. 20: music to accompany the world traveller. Artist: The Sleeping Tree,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/011199.pt,/content/gnn-bert-music-context/data/processed/mels/011199.pt,6
11204,test,2886,/content/gnn-bert-music-context/data/raw/fma_small/011/011204.mp3,Track: Steppin' In. Album: netBloc Vol. 20: music to accompany the world traveller. Artist: Audible Intelligence,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/011204.pt,/content/gnn-bert-music-context/data/processed/mels/011204.pt,6
11237,training,2240,/content/gnn-bert-music-context/data/raw/fma_small/011/011237.mp3,Track: 270104 berlin. Album: Live in Germany. Artist: Justice Yeldham,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/011237.pt,/content/gnn-bert-music-context/data/processed/mels/011237.pt,6
11504,test,77,/content/gnn-bert-music-context/data/raw/fma_small/011/011504.mp3,Track: A Friendly Noose. Album: Strange Maine 11.04.06. Artist: Big Blood,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/011504.pt,/content/gnn-bert-music-context/data/processed/mels/011504.pt,6
